"Ind";"Anchor";"Compound";"DoseAnchor(M)";"DoseCompound(M)";"plate";"row";"col";"Viability"
"ind";Abraxane;SB525334;0.00025;3e-07;5;1;18;111.179150175491
"ind";Abraxane;SB525334;0.00025;1e-07;6;1;7;105.874150374397
"ind";Abraxane;SB525334;0.00025;1e-08;6;1;18;106.04695439886
"ind";Abraxane;SB525334;0.0025;1e-05;7;1;7;49.5470175602668
"ind";Abraxane;SB525334;0.0025;3e-06;7;1;18;75.4017379506531
"ind";Abraxane;SB525334;0.0025;1e-06;8;1;7;79.40358882413
"ind";Abraxane;SB525334;0.0025;3e-07;8;1;18;78.2724064216656
"ind";Abraxane;SB525334;0.0025;1e-07;9;1;7;64.9522590497035
"ind";Abraxane;SB525334;0.0025;1e-08;9;1;18;73.6566685533665
"ind";Abraxane;SB525334;0.025;1e-05;10;1;7;47.2589694431397
"ind";Abraxane;SB525334;0.025;3e-06;10;1;18;56.2031829161307
"ind";Abraxane;SB525334;0.025;1e-06;11;1;7;58.3642103044519
"ind";Abraxane;SB525334;0.025;3e-07;11;1;18;64.6060926679029
"ind";Abraxane;SB525334;0.025;1e-07;12;1;7;52.7007607983323
"ind";Abraxane;SB525334;0.025;1e-08;12;1;18;61.6622825904133
"ind";Abraxane;BGJ398 (NVP-BGJ398);0;1e-05;1;1;8;3.49153462675796
"ind";Abraxane;BGJ398 (NVP-BGJ398);0;3e-06;1;1;19;49.2284886557229
"ind";Abraxane;BGJ398 (NVP-BGJ398);0;1e-06;2;1;8;71.2622580237668
"ind";Abraxane;BGJ398 (NVP-BGJ398);0;3e-07;2;1;19;67.1593489001191
"ind";Abraxane;BGJ398 (NVP-BGJ398);0;1e-07;3;1;8;61.4822202385896
"ind";Abraxane;BGJ398 (NVP-BGJ398);0;1e-08;3;1;19;95.7568795334012
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.00025;1e-05;4;1;8;3.97421339622023
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.00025;3e-06;4;1;19;47.3926901664321
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.00025;1e-06;5;1;8;64.2144221568818
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.00025;3e-07;5;1;19;68.6576351671544
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.00025;1e-07;6;1;8;66.6247451733868
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.00025;1e-08;6;1;19;96.7454078865914
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.0025;1e-05;7;1;8;3.48008880284359
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.0025;3e-06;7;1;19;44.3905343036228
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.0025;1e-06;8;1;8;56.733878312746
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.0025;3e-07;8;1;19;54.8824465029867
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.0025;1e-07;9;1;8;54.1669429251199
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.0025;1e-08;9;1;19;72.3973487563484
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.025;1e-05;10;1;8;3.93764259298162
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.025;3e-06;10;1;19;31.2300701335881
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.025;1e-06;11;1;8;45.7590081774829
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.025;3e-07;11;1;19;46.6528991085518
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.025;1e-07;12;1;8;44.4382717643389
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.025;1e-08;12;1;19;62.0500447713173
"ind";Abraxane;CX-4945 (Silmitasertib);0;1e-05;1;1;9;25.2874541905325
"ind";Abraxane;CX-4945 (Silmitasertib);0;3e-06;1;1;20;59.8904132151808
"ind";Abraxane;CX-4945 (Silmitasertib);0;1e-06;2;1;9;102.527782294846
"ind";Abraxane;CX-4945 (Silmitasertib);0;3e-07;2;1;20;110.544325697899
"ind";Abraxane;CX-4945 (Silmitasertib);0;1e-07;3;1;9;92.4727655692867
"ind";Abraxane;CX-4945 (Silmitasertib);0;1e-08;3;1;20;107.679798888499
"ind";Abraxane;CX-4945 (Silmitasertib);0.00025;1e-05;4;1;9;25.2386000640687
"ind";Abraxane;CX-4945 (Silmitasertib);0.00025;3e-06;4;1;20;61.6195701255621
"ind";Abraxane;CX-4945 (Silmitasertib);0.00025;1e-06;5;1;9;98.7844395419716
"ind";Abraxane;CX-4945 (Silmitasertib);0.00025;3e-07;5;1;20;114.3052559363
"ind";Abraxane;CX-4945 (Silmitasertib);0.00025;1e-07;6;1;9;96.3587623714351
"ind";Abraxane;CX-4945 (Silmitasertib);0.00025;1e-08;6;1;20;103.271202516406
"ind";Abraxane;CX-4945 (Silmitasertib);0.0025;1e-05;7;1;9;21.0784618208491
"ind";Abraxane;CX-4945 (Silmitasertib);0.0025;3e-06;7;1;20;50.6206916767225
"ind";Abraxane;CX-4945 (Silmitasertib);0.0025;1e-06;8;1;9;68.6967184683254
"ind";Abraxane;CX-4945 (Silmitasertib);0.0025;3e-07;8;1;20;74.9975049499699
"ind";Abraxane;CX-4945 (Silmitasertib);0.0025;1e-07;9;1;9;69.6514676826464
"ind";Abraxane;CX-4945 (Silmitasertib);0.0025;1e-08;9;1;20;77.778002661852
"ind";Abraxane;CX-4945 (Silmitasertib);0.025;1e-05;10;1;9;18.5081764359798
"ind";Abraxane;CX-4945 (Silmitasertib);0.025;3e-06;10;1;20;36.077516144544
"ind";Abraxane;CX-4945 (Silmitasertib);0.025;1e-06;11;1;9;55.9670081104829
"ind";Abraxane;CX-4945 (Silmitasertib);0.025;3e-07;11;1;20;58.1526021452545
"ind";Abraxane;CX-4945 (Silmitasertib);0.025;1e-07;12;1;9;48.9931513493859
"ind";Abraxane;CX-4945 (Silmitasertib);0.025;1e-08;12;1;20;61.689640901233
"ind";Abraxane;MK-8776 (SCH 900776);0;1e-05;1;1;10;81.3155997507044
"ind";Abraxane;MK-8776 (SCH 900776);0;3e-06;1;1;21;74.9654008097223
"ind";Abraxane;MK-8776 (SCH 900776);0;1e-06;2;1;10;94.6656179314186
"ind";Abraxane;MK-8776 (SCH 900776);0;3e-07;2;1;21;100.21042170184
"ind";Abraxane;MK-8776 (SCH 900776);0;1e-07;3;1;10;93.5556521781612
"ind";Abraxane;MK-8776 (SCH 900776);0;1e-08;3;1;21;111.143137705126
