"Drug","Gene Name","Dose (uM)","Value"
"GSK-1070916","ACVR2B",1,-0.04570940688134898
"GSK-1070916","ACVR2B",0.1,-0.22137058082828764
"GSK-1070916","ACVR2B",0.01,0.09307496454168201
"GSK-1070916","ACVR2B",30,-1.069093788972315
"GSK-1070916","ACVR2B",3,-0.6054231807320142
"GSK-1070916","ACVR2B",0.3,-0.17003581084837205
"GSK-1070916","ACVR2B",0.03,-0.11531750712431973
"GSK-1070916","ACVR2B",0.003,0.19801063515899636
"GSK-1070916","ADCK1",1,-0.3124864563031783
"GSK-1070916","ADCK1",0.1,-0.1106596053611998
"GSK-1070916","ADCK1",0.01,-0.19489369978617568
"GSK-1070916","ADCK1",30,-1.158132576450582
"GSK-1070916","ADCK1",3,-0.3263882964166369
"GSK-1070916","ADCK1",0.3,-0.030586617659900922
"GSK-1070916","ADCK1",0.03,-0.04317704615561129
"GSK-1070916","ADCK1",0.003,0.11211871808825341
"GSK-1070916","AKT3",1,-0.04465445956816754
"GSK-1070916","AKT3",0.1,0.2777738423887951
"GSK-1070916","AKT3",0.01,0.16534847786820592
"GSK-1070916","AKT3",30,-13.019319095130292
"GSK-1070916","AKT3",3,-0.4360681019788594
"GSK-1070916","AKT3",0.3,0.6486312525121297
"GSK-1070916","AKT3",0.03,0.14322452536796706
"GSK-1070916","AKT3",0.003,0.47208683572379584
"GSK-1070916","AURKA",1,-2.5419197449991824
"GSK-1070916","AURKA",0.1,-0.5103797368277155
"GSK-1070916","AURKA",0.01,-0.19048654861207232
"GSK-1070916","AURKA",30,-5.8739470208466145
"GSK-1070916","AURKA",3,-4.195730539521658
"GSK-1070916","AURKA",0.3,-1.4430259711299556
"GSK-1070916","AURKA",0.03,-0.34844422290646
"GSK-1070916","AURKA",0.003,-0.038547762151404416
"GSK-1070916","AURKB",1,-1.4926159620019392
"GSK-1070916","AURKB",0.1,-0.4844898284954835
"GSK-1070916","AURKB",0.01,-0.42457462054104145
"GSK-1070916","AURKB",30,-13.019319095130292
"GSK-1070916","AURKB",3,-13.019319095130292
"GSK-1070916","AURKB",0.3,-0.6784521819234548
"GSK-1070916","AURKB",0.03,-0.32064650450164023
"GSK-1070916","AURKB",0.003,-0.09762317615339294
"GSK-1070916","BMP2K",1,-0.7859955094700797
"GSK-1070916","BMP2K",0.1,-0.0949325810836234
"GSK-1070916","BMP2K",0.01,-0.08540000097374018
"GSK-1070916","BMP2K",30,-0.8156768455730814
"GSK-1070916","BMP2K",3,-1.3253921598654927
"GSK-1070916","BMP2K",0.3,-0.5806600269159544
"GSK-1070916","BMP2K",0.03,-0.1532312216482908
"GSK-1070916","BMP2K",0.003,-0.12937387877438808
"GSK-1070916","CIT",1,-0.09248315832934435
"GSK-1070916","CIT",0.1,-0.02283244555363307
"GSK-1070916","CIT",0.01,0.06689771510237924
"GSK-1070916","CIT",30,-1.5002475541420164
"GSK-1070916","CIT",3,-0.631353387248107
"GSK-1070916","CIT",0.3,-0.21147429929240447
"GSK-1070916","CIT",0.03,-0.06273861554259066
"GSK-1070916","CIT",0.003,-0.046829571426180605
"GSK-1070916","CSNK1D",1,-0.17998182655594352
"GSK-1070916","CSNK1D",0.1,-0.2666001259160195
"GSK-1070916","CSNK1D",0.01,-0.18008422887283412
"GSK-1070916","CSNK1D",30,-1.2755440566821945
"GSK-1070916","CSNK1D",3,-0.6753591786765605
"GSK-1070916","CSNK1D",0.3,-0.29792725573157797
"GSK-1070916","CSNK1D",0.03,-0.12996674395415703
"GSK-1070916","CSNK1D",0.003,-0.01572261881093797
"GSK-1070916","DCK",1,-0.30843596040007715
"GSK-1070916","DCK",0.1,-0.03947837252371209
"GSK-1070916","DCK",0.01,-0.10151728502994793
"GSK-1070916","DCK",30,-2.374075030903456
"GSK-1070916","DCK",3,-1.1355213526955865
"GSK-1070916","DCK",0.3,-0.1280952527419634
"GSK-1070916","DCK",0.03,-0.11825287566559156
"GSK-1070916","DCK",0.003,-0.08912232405166343
"GSK-1070916","DDR1",1,-2.7255738164806664
"GSK-1070916","DDR1",0.1,-1.6015491050108632
"GSK-1070916","DDR1",0.01,-1.3586736696443418
"GSK-1070916","DDR1",30,-5.156098285866789
"GSK-1070916","DDR1",3,-4.855758350484395
"GSK-1070916","DDR1",0.3,-1.8657655913968976
"GSK-1070916","DDR1",0.03,-1.4204240792618672
"GSK-1070916","DDR1",0.003,-0.36053161586492527
"GSK-1070916","DDR2",1,-0.5355924166611682
"GSK-1070916","DDR2",0.1,-0.12362278166200115
"GSK-1070916","DDR2",0.01,-0.20014575904467652
"GSK-1070916","DDR2",30,-2.606385810992906
"GSK-1070916","DDR2",3,-1.2480962618961624
"GSK-1070916","DDR2",0.3,-0.366614124304303
"GSK-1070916","DDR2",0.03,0.17439570548753608
"GSK-1070916","DDR2",0.003,0.023393012780514467
"GSK-1070916","EPHB6",1,-1.0589891298521474
"GSK-1070916","EPHB6",0.1,-0.982745868175894
"GSK-1070916","EPHB6",0.01,-0.5759183676873786
"GSK-1070916","EPHB6",30,-2.101868964614352
"GSK-1070916","EPHB6",3,-1.685902301952599
"GSK-1070916","EPHB6",0.3,-0.34764677766598595
"GSK-1070916","EPHB6",0.03,-0.4715432480638949
"GSK-1070916","EPHB6",0.003,-0.5155807325502156
"GSK-1070916","FECH",1,-0.3366439974271035
"GSK-1070916","FECH",0.1,-0.20298387793795233
"GSK-1070916","FECH",0.01,-0.29919051950615455
"GSK-1070916","FECH",30,-1.2842110723753621
"GSK-1070916","FECH",3,-0.7795443758826376
"GSK-1070916","FECH",0.3,-0.21929998225819064
"GSK-1070916","FECH",0.03,-0.416845095759253
"GSK-1070916","FECH",0.003,-0.27294565493244527
"GSK-1070916","FGFR1",1,-0.05637886496688742
"GSK-1070916","FGFR1",0.1,0.3079309438081186
"GSK-1070916","FGFR1",0.01,-0.050577002644600445
"GSK-1070916","FGFR1",30,-13.019319095130292
"GSK-1070916","FGFR1",3,-13.019319095130292
"GSK-1070916","FGFR1",0.3,0.34391420016848556
"GSK-1070916","FGFR1",0.03,0.3359784403321947
"GSK-1070916","FGFR1",0.003,0.0947075651023925
"GSK-1070916","FLT3",1,-13.019319095130292
"GSK-1070916","FLT3",0.1,-1.3090530690258106
"GSK-1070916","FLT3",0.01,-0.3291017611220988
"GSK-1070916","FLT3",30,-13.019319095130292
"GSK-1070916","FLT3",3,-13.019319095130292
"GSK-1070916","FLT3",0.3,-13.019319095130292
"GSK-1070916","FLT3",0.03,-0.0887275463822764
"GSK-1070916","FLT3",0.003,-0.2972255260603437
"GSK-1070916","IKBKE",1,-0.8518641297867773
"GSK-1070916","IKBKE",0.1,-0.21419807920804843
"GSK-1070916","IKBKE",0.01,-0.2879470383607543
"GSK-1070916","IKBKE",30,-13.019319095130292
"GSK-1070916","IKBKE",3,-1.7823737611498125
"GSK-1070916","IKBKE",0.3,-0.4235601393145973
"GSK-1070916","IKBKE",0.03,-0.13210980930818159
"GSK-1070916","IKBKE",0.003,-0.02906534998012843
"GSK-1070916","INCENP",1,-0.8922161735990098
"GSK-1070916","INCENP",0.1,0.05164767142733549
"GSK-1070916","INCENP",0.01,0.20979404749179545
"GSK-1070916","INCENP",30,-13.019319095130292
"GSK-1070916","INCENP",3,-13.019319095130292
"GSK-1070916","INCENP",0.3,-0.3158999875301224
"GSK-1070916","INCENP",0.03,0.2062518103021547
"GSK-1070916","INCENP",0.003,0.11500077156852904
"GSK-1070916","MAP2K5",1,-0.2257664352517897
"GSK-1070916","MAP2K5",0.1,0.07655305384588085
"GSK-1070916","MAP2K5",0.01,0.025943181143780657
"GSK-1070916","MAP2K5",30,-0.8228312536354141
"GSK-1070916","MAP2K5",3,-0.41392182104721065
"GSK-1070916","MAP2K5",0.3,-0.09721731289711794
"GSK-1070916","MAP2K5",0.03,-0.002611449786964315
"GSK-1070916","MAP2K5",0.003,0.04966458883532068
"GSK-1070916","MAP3K11",1,-0.2892217676072694
"GSK-1070916","MAP3K11",0.1,-0.21566396573449584
"GSK-1070916","MAP3K11",0.01,-0.14075106625965905
"GSK-1070916","MAP3K11",30,-0.9714352193348196
"GSK-1070916","MAP3K11",3,-0.5422434885639584
"GSK-1070916","MAP3K11",0.3,-0.21877406134129837
"GSK-1070916","MAP3K11",0.03,-0.2540996295997434
"GSK-1070916","MAP3K11",0.003,0.0034515583715860254
"GSK-1070916","MAP3K4",1,-0.015020528141567067
"GSK-1070916","MAP3K4",0.1,0.15336630160889655
"GSK-1070916","MAP3K4",0.01,-0.0045170141350537535
"GSK-1070916","MAP3K4",30,-0.8395667862679724
"GSK-1070916","MAP3K4",3,-0.5362920017511804
"GSK-1070916","MAP3K4",0.3,-0.15453499142716934
"GSK-1070916","MAP3K4",0.03,0.11052408023413064
"GSK-1070916","MAP3K4",0.003,0.12649051210144308
"GSK-1070916","MAP4K4",1,-0.22989738947148006
"GSK-1070916","MAP4K4",0.1,0.34351773438319605
"GSK-1070916","MAP4K4",0.01,0.2803554035470489
"GSK-1070916","MAP4K4",30,-1.1186044247227047
"GSK-1070916","MAP4K4",3,-0.37348085359515865
"GSK-1070916","MAP4K4",0.3,-0.19339207385697438
"GSK-1070916","MAP4K4",0.03,0.4132274171889253
"GSK-1070916","MAP4K4",0.003,0.37674511776204556
"GSK-1070916","MAPK14",1,-0.25404052833539476
"GSK-1070916","MAPK14",0.1,-0.24138095636392926
"GSK-1070916","MAPK14",0.01,-0.3494451652505784
"GSK-1070916","MAPK14",30,-1.002603487152352
"GSK-1070916","MAPK14",3,-0.7533248823121266
"GSK-1070916","MAPK14",0.3,-0.2929868085759115
"GSK-1070916","MAPK14",0.03,-0.26287037933814933
"GSK-1070916","MAPK14",0.003,-0.12590373894399373
"GSK-1070916","MAPKAPK2",1,-0.17088084781248575
"GSK-1070916","MAPKAPK2",0.1,-0.0493157355415758
"GSK-1070916","MAPKAPK2",0.01,0.036582690191567416
"GSK-1070916","MAPKAPK2",30,-0.8759505189933312
"GSK-1070916","MAPKAPK2",3,-0.29965034153207126
"GSK-1070916","MAPKAPK2",0.3,-0.042419848414950945
"GSK-1070916","MAPKAPK2",0.03,0.03147079976205453
"GSK-1070916","MAPKAPK2",0.003,0.09674616003396345
"GSK-1070916","MYLK3",1,-13.019319095130292
"GSK-1070916","MYLK3",0.1,-0.06966055191440584
"GSK-1070916","MYLK3",0.01,0.34268718233079315
"GSK-1070916","MYLK3",30,-13.019319095130292
"GSK-1070916","MYLK3",3,-13.019319095130292
"GSK-1070916","MYLK3",0.3,-13.019319095130292
"GSK-1070916","MYLK3",0.03,0.3188428658464557
"GSK-1070916","MYLK3",0.003,0.18612509053909904
"GSK-1070916","NTRK1",1,-0.4281149206780502
"GSK-1070916","NTRK1",0.1,-0.5175464621351779
"GSK-1070916","NTRK1",0.01,-0.18702285699163637
"GSK-1070916","NTRK1",30,-1.2955862442294288
"GSK-1070916","NTRK1",3,-0.9741213681743949
"GSK-1070916","NTRK1",0.3,-0.4977238629564087
"GSK-1070916","NTRK1",0.03,-0.5299697688034705
"GSK-1070916","NTRK1",0.003,-0.38601190839507565
"GSK-1070916","PDPK1;PDPK2P",1,-0.32856411958541043
"GSK-1070916","PDPK1;PDPK2P",0.1,-0.1218443736290797
"GSK-1070916","PDPK1;PDPK2P",0.01,0.03650163495711863
"GSK-1070916","PDPK1;PDPK2P",30,-1.0820928907569445
"GSK-1070916","PDPK1;PDPK2P",3,-0.6301008929343258
"GSK-1070916","PDPK1;PDPK2P",0.3,-0.005221222444041069
"GSK-1070916","PDPK1;PDPK2P",0.03,-0.07385386788300706
"GSK-1070916","PDPK1;PDPK2P",0.003,-0.018296174882772426
"GSK-1070916","PLK4",1,-0.1708092287927918
"GSK-1070916","PLK4",0.1,0.18193445229445343
"GSK-1070916","PLK4",0.01,0.20156930945983334
"GSK-1070916","PLK4",30,-1.0616213914231372
"GSK-1070916","PLK4",3,-1.1191871119640642
"GSK-1070916","PLK4",0.3,0.21976676893243915
"GSK-1070916","PLK4",0.03,-0.1534972051689183
"GSK-1070916","PLK4",0.003,-0.15119587476363644
"GSK-1070916","PRKD2",1,-0.20819837897638777
"GSK-1070916","PRKD2",0.1,-0.09702320487605608
"GSK-1070916","PRKD2",0.01,-0.1158029622357432
"GSK-1070916","PRKD2",30,-1.8638033837050418
"GSK-1070916","PRKD2",3,-1.0262167766861452
"GSK-1070916","PRKD2",0.3,-0.29158849890195954
"GSK-1070916","PRKD2",0.03,-0.03702705236469242
"GSK-1070916","PRKD2",0.003,-0.04526238653301696
"GSK-1070916","PRKD3",1,-0.2565794643704217
"GSK-1070916","PRKD3",0.1,-0.38555386847424095
"GSK-1070916","PRKD3",0.01,-0.30766629084298724
"GSK-1070916","PRKD3",30,-1.449201412129953
"GSK-1070916","PRKD3",3,-0.9825768028094899
"GSK-1070916","PRKD3",0.3,-0.3859670536451711
"GSK-1070916","PRKD3",0.03,-0.271661928052176
"GSK-1070916","PRKD3",0.003,-0.31416720013541904
"GSK-1070916","PTK6",1,-0.4205543779164599
"GSK-1070916","PTK6",0.1,0.06725357126285189
"GSK-1070916","PTK6",0.01,-0.26091914727094356
"GSK-1070916","PTK6",30,-1.5020091395951212
"GSK-1070916","PTK6",3,-0.7962302672463916
"GSK-1070916","PTK6",0.3,-0.6351346897805561
"GSK-1070916","PTK6",0.03,-0.37199787072595625
"GSK-1070916","PTK6",0.003,-0.03443493063495152
"GSK-1070916","RET",1,-0.9169260870890209
"GSK-1070916","RET",0.1,-0.2896372496972456
"GSK-1070916","RET",0.01,-0.12395672204891896
"GSK-1070916","RET",30,-0.7198726689371372
"GSK-1070916","RET",3,-1.4318275251401924
"GSK-1070916","RET",0.3,-0.679739388652067
"GSK-1070916","RET",0.03,-0.10977701753875355
"GSK-1070916","RET",0.003,0.021393972587701614
"GSK-1070916","RIPK2",1,-0.45248591292948276
"GSK-1070916","RIPK2",0.1,-0.24501382503429883
"GSK-1070916","RIPK2",0.01,-0.22521902318966383
"GSK-1070916","RIPK2",30,-2.494141904794012
"GSK-1070916","RIPK2",3,-1.2124772376016137
"GSK-1070916","RIPK2",0.3,-0.2650840084473243
"GSK-1070916","RIPK2",0.03,-0.24861976182278683
"GSK-1070916","RIPK2",0.003,-0.08266787115196358
"GSK-1070916","ROCK2",1,-0.15310382325377675
"GSK-1070916","ROCK2",0.1,0.025130981826190744
"GSK-1070916","ROCK2",0.01,0.0033347977555671367
"GSK-1070916","ROCK2",30,-1.2473546800444166
"GSK-1070916","ROCK2",3,-0.541952863912527
"GSK-1070916","ROCK2",0.3,0.055995770565098156
"GSK-1070916","ROCK2",0.03,-0.10149735486197052
"GSK-1070916","ROCK2",0.003,-0.02776696632859807
"GSK-1070916","SIK2",1,-0.6214469114529099
"GSK-1070916","SIK2",0.1,-0.09410400703312295
"GSK-1070916","SIK2",0.01,-0.15678265070599198
"GSK-1070916","SIK2",30,-2.3549152844913146
"GSK-1070916","SIK2",3,-1.451368345230217
"GSK-1070916","SIK2",0.3,-0.36021042902024686
"GSK-1070916","SIK2",0.03,-0.19181876123532365
"GSK-1070916","SIK2",0.003,-0.02223586250898622
"GSK-1070916","TANK",1,-0.36481514229155393
"GSK-1070916","TANK",0.1,-0.11544412087273008
"GSK-1070916","TANK",0.01,-0.21003920469261228
"GSK-1070916","TANK",30,-1.1424367713958536
"GSK-1070916","TANK",3,-0.9038768334699102
"GSK-1070916","TANK",0.3,-0.17202500154812128
"GSK-1070916","TANK",0.03,-0.21859890433794613
"GSK-1070916","TANK",0.003,-0.004727869367524594
"GSK-1070916","TGFBR1",1,-0.24314421366005862
"GSK-1070916","TGFBR1",0.1,-0.13137062400251429
"GSK-1070916","TGFBR1",0.01,-0.17250855788490863
"GSK-1070916","TGFBR1",30,-1.9427053969726626
"GSK-1070916","TGFBR1",3,-0.8537860107157207
"GSK-1070916","TGFBR1",0.3,-0.22230369743242548
"GSK-1070916","TGFBR1",0.03,-0.2549484280358851
"GSK-1070916","TGFBR1",0.003,-0.14743391036040948
"GSK-1070916","TNK1",1,-0.26108057350168146
"GSK-1070916","TNK1",0.1,0.07799825980719093
"GSK-1070916","TNK1",0.01,0.04460709959054219
"GSK-1070916","TNK1",30,-1.4995208638711404
"GSK-1070916","TNK1",3,-1.1749225265834817
"GSK-1070916","TNK1",0.3,0.30775247117068955
"GSK-1070916","TNK1",0.03,0.1007228210428624
"GSK-1070916","TNK1",0.003,0.03176242705551421
"GSK-1070916","TRAF2",1,-0.011862806413566362
"GSK-1070916","TRAF2",0.1,0.07301720180798339
"GSK-1070916","TRAF2",0.01,-0.11817981356692993
"GSK-1070916","TRAF2",30,-0.7738905304723093
"GSK-1070916","TRAF2",3,-0.9175427378958785
"GSK-1070916","TRAF2",0.3,0.3722893433391916
"GSK-1070916","TRAF2",0.03,0.28438795995417654
"GSK-1070916","TRAF2",0.003,0.09510001816826211
"GSK-2110183","AKT1",1,-1.0926516239526456
"GSK-2110183","AKT1",0.1,-0.9118640024739111
"GSK-2110183","AKT1",0.01,-1.3203836677191125
"GSK-2110183","AKT1",30,-13.019319095130292
"GSK-2110183","AKT1",3,-1.3456635573998745
"GSK-2110183","AKT1",0.3,-1.5682337649900093
"GSK-2110183","AKT1",0.03,-1.1269050955939113
"GSK-2110183","AKT1",0.003,-0.6374129631936353
"GSK-2110183","AKT2",1,-0.4101322006760189
"GSK-2110183","AKT2",0.1,-0.48870561658429007
"GSK-2110183","AKT2",0.01,-0.18120937939183088
"GSK-2110183","AKT2",30,-13.019319095130292
"GSK-2110183","AKT2",3,-1.071618787281034
"GSK-2110183","AKT2",0.3,-0.6363442280893408
"GSK-2110183","AKT2",0.03,-0.8271340006369937
"GSK-2110183","AKT2",0.003,-0.7599133524603227
"GSK-2110183","AKT3",1,-13.019319095130292
"GSK-2110183","AKT3",0.1,-13.019319095130292
"GSK-2110183","AKT3",0.01,-0.5780533452530849
"GSK-2110183","AKT3",30,-13.019319095130292
"GSK-2110183","AKT3",3,-1.9245952094459091
"GSK-2110183","AKT3",0.3,-13.019319095130292
"GSK-2110183","AKT3",0.03,-13.019319095130292
"GSK-2110183","AKT3",0.003,-0.6482531731497837
"GSK-2110183","CIT",1,-0.10133020214307024
"GSK-2110183","CIT",0.1,0.10979678690815607
"GSK-2110183","CIT",0.01,-0.35068580643512376
"GSK-2110183","CIT",30,-3.308718859198853
"GSK-2110183","CIT",3,-0.4794629462347705
"GSK-2110183","CIT",0.3,0.0032422269836012815
"GSK-2110183","CIT",0.03,0.026204879413682394
"GSK-2110183","CIT",0.003,-0.2655951887704369
"GSK-2110183","PKN1",1,-0.6200303454020673
"GSK-2110183","PKN1",0.1,0.05462239581844387
"GSK-2110183","PKN1",0.01,-0.45147770841452617
"GSK-2110183","PKN1",30,-13.019319095130292
"GSK-2110183","PKN1",3,-13.019319095130292
"GSK-2110183","PKN1",0.3,-0.7839628424154955
"GSK-2110183","PKN1",0.03,0.26338942761990414
"GSK-2110183","PKN1",0.003,-0.06000879264380034
"GSK-2110183","PRKACA",1,-1.8333349942983306
"GSK-2110183","PRKACA",0.1,-0.4132278287098289
"GSK-2110183","PRKACA",0.01,-0.09762702342115429
"GSK-2110183","PRKACA",30,-13.019319095130292
"GSK-2110183","PRKACA",3,-2.8841765820878273
"GSK-2110183","PRKACA",0.3,-1.4026876637656422
"GSK-2110183","PRKACA",0.03,-0.4469716168226269
"GSK-2110183","PRKACA",0.003,-0.20836244419603536
"GSK-2110183","PRKACB",1,-13.019319095130292
"GSK-2110183","PRKACB",0.1,-0.4184804356262924
"GSK-2110183","PRKACB",0.01,-0.37870112232653935
"GSK-2110183","PRKACB",30,-13.019319095130292
"GSK-2110183","PRKACB",3,-13.019319095130292
"GSK-2110183","PRKACB",0.3,-0.29529639181393597
"GSK-2110183","PRKACB",0.03,0.1876800653026195
"GSK-2110183","PRKACB",0.003,-0.6219257198620453
"GSK-2110183","PRKCA",1,-0.1719351531647256
"GSK-2110183","PRKCA",0.1,0.28898195788402914
"GSK-2110183","PRKCA",0.01,0.14024176999196444
"GSK-2110183","PRKCA",30,-2.542686550979524
"GSK-2110183","PRKCA",3,-0.31722943271487214
"GSK-2110183","PRKCA",0.3,-0.26365194972072564
"GSK-2110183","PRKCA",0.03,0.04697528627746048
"GSK-2110183","PRKCA",0.003,-0.09776963021101419
"GSK-2110183","PRKCB",1,-0.2728192605505659
"GSK-2110183","PRKCB",0.1,-0.19852468154284186
"GSK-2110183","PRKCB",0.01,-0.3196882987875622
"GSK-2110183","PRKCB",30,-2.417390538981597
"GSK-2110183","PRKCB",3,-0.492840777424267
"GSK-2110183","PRKCB",0.3,-0.004747048096782032
"GSK-2110183","PRKCB",0.03,0.09480290426190738
"GSK-2110183","PRKCB",0.003,-0.30500276908655743
"GSK-2110183","PRKD2",1,0.06857638190370127
"GSK-2110183","PRKD2",0.1,0.31293540261839614
"GSK-2110183","PRKD2",0.01,0.017999121465182958
"GSK-2110183","PRKD2",30,-1.9944857800992348
"GSK-2110183","PRKD2",3,-0.1241574505091178
"GSK-2110183","PRKD2",0.3,-0.12429946901992664
"GSK-2110183","PRKD2",0.03,0.07996255610899904
"GSK-2110183","PRKD2",0.003,-0.4175066473439376
"GSK-2110183","ROCK1",1,-0.5908537130274448
"GSK-2110183","ROCK1",0.1,-0.1237955170554225
"GSK-2110183","ROCK1",0.01,-0.24270870806946243
"GSK-2110183","ROCK1",30,-4.3495348146193304
"GSK-2110183","ROCK1",3,-1.218313115839714
"GSK-2110183","ROCK1",0.3,-0.09130230683664811
"GSK-2110183","ROCK1",0.03,0.10109525653429231
"GSK-2110183","ROCK1",0.003,-0.31709666434671324
"GSK-2110183","ROCK2",1,-0.3685285881088057
"GSK-2110183","ROCK2",0.1,-0.019478857480263206
"GSK-2110183","ROCK2",0.01,-0.35692404898278435
"GSK-2110183","ROCK2",30,-2.330289717690419
"GSK-2110183","ROCK2",3,-0.7576921786731061
"GSK-2110183","ROCK2",0.3,-0.47513032588518656
"GSK-2110183","ROCK2",0.03,-0.07497902966553915
"GSK-2110183","ROCK2",0.003,-0.6125082295013751
"GSK-461364","ADK",1,-0.3520428687784577
"GSK-461364","ADK",0.1,-0.22450121932524847
"GSK-461364","ADK",0.01,-0.020753738075275006
"GSK-461364","ADK",30,-13.019319095130292
"GSK-461364","ADK",3,-1.3319206006315745
"GSK-461364","ADK",0.3,-0.023021899335966874
"GSK-461364","ADK",0.03,-0.14081317640116722
"GSK-461364","ADK",0.003,-0.13315613789488928
"GSK-461364","BMP2K",1,-0.04086122240383756
"GSK-461364","BMP2K",0.1,0.11381805171402942
"GSK-461364","BMP2K",0.01,0.13140338051069794
"GSK-461364","BMP2K",30,-1.5299058972637969
"GSK-461364","BMP2K",3,-0.26433570528342104
"GSK-461364","BMP2K",0.3,-0.038983120544910745
"GSK-461364","BMP2K",0.03,0.2414427291550457
"GSK-461364","BMP2K",0.003,0.26879166955558004
"GSK-461364","CSNK2B",1,0.175139352061073
"GSK-461364","CSNK2B",0.1,0.1650482607782143
"GSK-461364","CSNK2B",0.01,0.1585080514372183
"GSK-461364","CSNK2B",30,-0.9539981739306341
"GSK-461364","CSNK2B",3,-0.2705164098670865
"GSK-461364","CSNK2B",0.3,0.06932955770221416
"GSK-461364","CSNK2B",0.03,-0.008561045737874456
"GSK-461364","CSNK2B",0.003,0.16052171831689496
"GSK-461364","EIF3J",1,0.2304237428013207
"GSK-461364","EIF3J",0.1,0.18321604655109405
"GSK-461364","EIF3J",0.01,0.43026246435267734
"GSK-461364","EIF3J",30,-0.8072659388482
"GSK-461364","EIF3J",3,-0.17200397842812648
"GSK-461364","EIF3J",0.3,0.26708555940318585
"GSK-461364","EIF3J",0.03,0.46277063660695716
"GSK-461364","EIF3J",0.003,0.31906126970106435
"GSK-461364","MAP3K1",1,-1.8414235374764722
"GSK-461364","MAP3K1",0.1,-0.4970890295408293
"GSK-461364","MAP3K1",0.01,0.0842790989468147
"GSK-461364","MAP3K1",30,-4.081396615002064
"GSK-461364","MAP3K1",3,-2.6870402350470006
"GSK-461364","MAP3K1",0.3,-1.0722037443056371
"GSK-461364","MAP3K1",0.03,-0.01653582113887143
"GSK-461364","MAP3K1",0.003,0.2929691733851591
"GSK-461364","PIP4K2C",1,0.049541850326653446
"GSK-461364","PIP4K2C",0.1,0.038886904761300294
"GSK-461364","PIP4K2C",0.01,0.3378217187472878
"GSK-461364","PIP4K2C",30,-0.7183039336482271
"GSK-461364","PIP4K2C",3,-0.25606291325754427
"GSK-461364","PIP4K2C",0.3,0.130820963750074
"GSK-461364","PIP4K2C",0.03,0.2588754183633993
"GSK-461364","PIP4K2C",0.003,0.3829699269091962
"GSK-461364","PRKX;PRKY",1,-0.2936482747325609
"GSK-461364","PRKX;PRKY",0.1,-0.19887004998046004
"GSK-461364","PRKX;PRKY",0.01,-0.08056321557224896
"GSK-461364","PRKX;PRKY",30,-0.7557162810389926
"GSK-461364","PRKX;PRKY",3,-0.47420133937124226
"GSK-461364","PRKX;PRKY",0.3,-0.24316394111752626
"GSK-461364","PRKX;PRKY",0.03,-0.012686322720091533
"GSK-461364","PRKX;PRKY",0.003,-0.10812805513473499
"GSK-461364","SLK",1,0.20584599199324968
"GSK-461364","SLK",0.1,0.22430416629829097
"GSK-461364","SLK",0.01,0.17549146783178804
"GSK-461364","SLK",30,-1.4440856998798504
"GSK-461364","SLK",3,-0.5242694811971443
"GSK-461364","SLK",0.3,0.04046438569848401
"GSK-461364","SLK",0.03,0.3193166310131258
"GSK-461364","SLK",0.003,0.2459572927162855
"GSK-461364","SPAG9",1,-0.26098472205127093
"GSK-461364","SPAG9",0.1,-0.5595835188949743
"GSK-461364","SPAG9",0.01,0.5140549345134197
"GSK-461364","SPAG9",30,-13.019319095130292
"GSK-461364","SPAG9",3,-2.016973120892654
"GSK-461364","SPAG9",0.3,-0.03091736682496892
"GSK-461364","SPAG9",0.03,0.4287565132457069
"GSK-461364","SPAG9",0.003,0.7155092724374381
"GSK-461364","STK10",1,-0.4467090519340101
"GSK-461364","STK10",0.1,0.02296284044226711
"GSK-461364","STK10",0.01,0.04067770405419066
"GSK-461364","STK10",30,-2.6480011934641094
"GSK-461364","STK10",3,-1.234660676278542
"GSK-461364","STK10",0.3,-0.32761878340797995
"GSK-461364","STK10",0.03,0.012589786656543967
"GSK-461364","STK10",0.003,0.1340605570008653
"GSK-690693","AKT1",1,-1.0730545804175942
"GSK-690693","AKT1",0.1,-0.26623683787213687
"GSK-690693","AKT1",0.01,-0.38924453298929396
"GSK-690693","AKT1",30,-4.345280382034243
"GSK-690693","AKT1",3,-2.803829434139904
"GSK-690693","AKT1",0.3,-0.5930152257653675
"GSK-690693","AKT1",0.03,0.5431444878919485
"GSK-690693","AKT1",0.003,0.010660221343405238
"GSK-690693","AKT2",1,-1.3743470455260658
"GSK-690693","AKT2",0.1,-0.4821828548043559
"GSK-690693","AKT2",0.01,-0.053571173855985324
"GSK-690693","AKT2",30,-13.019319095130292
"GSK-690693","AKT2",3,-13.019319095130292
"GSK-690693","AKT2",0.3,-0.592230240281733
"GSK-690693","AKT2",0.03,0.3005909389684282
"GSK-690693","AKT2",0.003,0.3514146603168568
"GSK-690693","AKT3",1,-0.22050036199523962
"GSK-690693","AKT3",0.1,0.05495917327097025
"GSK-690693","AKT3",0.01,-0.061197186556533785
"GSK-690693","AKT3",30,-13.019319095130292
"GSK-690693","AKT3",3,-13.019319095130292
"GSK-690693","AKT3",0.3,-0.09850983761662967
"GSK-690693","AKT3",0.03,0.6679855298251962
"GSK-690693","AKT3",0.003,0.7820277825529887
"GSK-690693","CDC42BPB",1,0.2252201105316313
"GSK-690693","CDC42BPB",0.1,0.7601546066516713
"GSK-690693","CDC42BPB",0.01,0.4366318448164023
"GSK-690693","CDC42BPB",30,-0.6823865143623652
